step,perf/dataload_seconds,perf/samples_per_second,perf/update_seconds,system/gpu_memory_gb,train/episodes,train/epoch,train/grad_norm,train/learning_rate,train/loss,train/samples
27750.0,0.003,217.0,0.145,2.86,6000.0,1.33,1.273,3.9e-06,0.364,888000.0
27800.0,0.003,224.0,0.14,2.86,6000.0,1.33,1.264,3.8e-06,0.36,890000.0
27850.0,0.003,218.0,0.144,2.86,6000.0,1.33,1.367,3.8e-06,0.37,891000.0
27900.0,0.003,223.0,0.141,2.86,6000.0,1.33,1.277,3.7e-06,0.358,893000.0
27950.0,0.003,216.0,0.145,2.86,6000.0,1.34,1.279,3.6e-06,0.363,894000.0
28000.0,0.003,220.0,0.143,2.86,6000.0,1.34,1.238,3.6e-06,0.363,896000.0
28050.0,0.003,217.0,0.145,2.86,6000.0,1.34,1.276,3.5e-06,0.37,898000.0
28100.0,0.003,223.0,0.141,2.86,6000.0,1.34,1.257,3.5e-06,0.371,899000.0
28150.0,0.003,219.0,0.144,2.86,6000.0,1.35,1.256,3.4e-06,0.359,901000.0
28200.0,0.003,213.0,0.147,2.87,6000.0,1.35,1.266,3.4e-06,0.361,902000.0
28250.0,0.003,226.0,0.139,2.86,6000.0,1.35,1.226,3.3e-06,0.358,904000.0
28300.0,0.003,218.0,0.144,2.86,6000.0,1.35,1.229,3.3e-06,0.363,906000.0
28350.0,0.002,223.0,0.141,2.86,6000.0,1.36,1.272,3.2e-06,0.345,907000.0
28400.0,0.003,219.0,0.143,2.86,6000.0,1.36,1.29,3.2e-06,0.361,909000.0
28450.0,0.003,220.0,0.143,2.86,6000.0,1.36,1.321,3.2e-06,0.361,910000.0
28500.0,0.003,222.0,0.141,2.86,6000.0,1.36,1.241,3.1e-06,0.359,912000.0
28550.0,0.003,220.0,0.143,2.86,6000.0,1.37,1.283,3.1e-06,0.361,914000.0
28600.0,0.003,221.0,0.142,2.86,6000.0,1.37,1.213,3e-06,0.356,915000.0
28650.0,0.005,217.0,0.142,2.86,6000.0,1.37,1.313,3e-06,0.368,917000.0
28700.0,0.006,213.0,0.144,2.86,6000.0,1.37,1.323,3e-06,0.363,918000.0
28750.0,0.003,221.0,0.142,2.86,6000.0,1.38,1.226,2.9e-06,0.362,920000.0
28800.0,0.008,208.0,0.146,2.86,6000.0,1.38,1.227,2.9e-06,0.357,922000.0
28850.0,0.005,218.0,0.142,2.86,6000.0,1.38,1.269,2.9e-06,0.353,923000.0
28900.0,0.006,211.0,0.146,2.86,6000.0,1.38,1.256,2.8e-06,0.357,925000.0
28950.0,0.006,212.0,0.145,2.86,6000.0,1.38,1.309,2.8e-06,0.361,926000.0
29000.0,0.005,216.0,0.143,2.86,6000.0,1.39,1.261,2.8e-06,0.356,928000.0
29050.0,0.006,211.0,0.146,2.86,6000.0,1.39,1.26,2.8e-06,0.36,930000.0
29100.0,0.006,214.0,0.144,2.87,6000.0,1.39,1.218,2.7e-06,0.346,931000.0
29150.0,0.003,219.0,0.143,2.86,6000.0,1.39,1.225,2.7e-06,0.351,933000.0
29200.0,0.003,223.0,0.141,2.86,6000.0,1.4,1.295,2.7e-06,0.357,934000.0
29250.0,0.007,210.0,0.145,2.86,6000.0,1.4,1.358,2.7e-06,0.35,936000.0
29300.0,0.008,206.0,0.148,2.86,6000.0,1.4,1.216,2.6e-06,0.361,938000.0
29350.0,0.002,219.0,0.144,2.86,6000.0,1.4,1.275,2.6e-06,0.363,939000.0
29400.0,0.003,221.0,0.142,2.87,6000.0,1.41,1.258,2.6e-06,0.365,941000.0
29450.0,0.003,221.0,0.142,2.86,6000.0,1.41,1.267,2.6e-06,0.364,942000.0
29500.0,0.008,208.0,0.146,2.86,6000.0,1.41,1.274,2.6e-06,0.352,944000.0
29550.0,0.004,210.0,0.149,2.86,6000.0,1.41,1.315,2.6e-06,0.357,946000.0
29600.0,0.003,224.0,0.14,2.86,6000.0,1.42,1.33,2.5e-06,0.36,947000.0
29650.0,0.003,213.0,0.147,2.86,6000.0,1.42,1.323,2.5e-06,0.36,949000.0
29700.0,0.003,219.0,0.143,2.86,6000.0,1.42,1.255,2.5e-06,0.358,950000.0
29750.0,0.003,218.0,0.144,2.86,6000.0,1.42,1.217,2.5e-06,0.353,952000.0
29800.0,0.003,221.0,0.142,2.86,6000.0,1.43,1.249,2.5e-06,0.349,954000.0
29850.0,0.003,224.0,0.14,2.86,6000.0,1.43,1.247,2.5e-06,0.356,955000.0
29900.0,0.003,218.0,0.144,2.86,6000.0,1.43,1.287,2.5e-06,0.36,957000.0
29950.0,0.003,219.0,0.144,2.86,6000.0,1.43,1.28,2.5e-06,0.355,958000.0
30000.0,0.003,217.0,0.145,2.86,6000.0,1.43,1.249,2.5e-06,0.359,960000.0
